artist,title,artist_id,master_id,main_release_id,release_country,year,album_length,tracks,release_type,genres,styles,artist_profile
Marillion,"Pumpehuset Copenhagen, Denmark, 27 & 28 May 1994",218108,,9160675,UK & Europe,2004,120.3,18,['Album'],['Rock'],['Prog Rock'],"Marillion formed in Aylesbury, Buckinghamshire, England in 1979. Recording consistently since 1982, their output is generally regarded as comprising two distinct eras, that of original vocalist [a=Fish] who helmed the band at arguably their most popular (critically and commercially), and his replacement, former [a=Europeans] member [a=Steve Hogarth], who joined the band after Fish's departure in 1989. The band's differing styles between the two vocalists has often been known to divide fans."
Laura Cantrell,When The Roses Bloom Again And The Hello Recordings,260075,,1897063,UK,2004,56.75,19,['Album'],['Rock'],['Country Rock'],"American country singer-songwriter and DJ born July 16, 1967 in Nashville, Tennessee.
Wife of [a1504574]."
Billy Mahonie,Dust,53515,,1620647,UK & Europe,2004,0.0,5,['Album'],['Rock'],['Post Rock'],"Instrumental rock group from London, UK.

Original line-up : Gavin Baker (guitar), Hywell Dinsdale (bass, guitar), Kevin Penney (bass), Howard Monk (drums) from 1997 to 2001. Between 2002 and 2004 Dinsdale and Penney were replaced by Anthony Barrett (guitar) and Duncan Brown (bass). From 2005 to 2009 the band was Baker and Monk in the studio and the original line up for live shows. The original lineup have since reformed.
"
Dan Wheeler,Long Road Round,648339,,11120752,UK & Europe,2004,0.0,10,['Album'],['Rock'],['Pop Rock'],Singer/songwriter and guitarist on Christian releases. Has also been credited for technical roles.
The Space Agency,Galactic Vibrations,3183878,,8106449,UK & Europe,2004,0.0,20,['Album'],['Rock'],"['Psychedelic Rock', 'Surf', 'Garage Rock']","Formed in 2002 by ex [a=Vibrasonic] member Simon Jones from England, Hiromi Jones from Japan, they have released 5 albums on their own label Tremolo Records - self titled 1st album 2003, Galactic Guitars 2004, Kaleidoscopic Sounds 2005, Galactic Guitars - best of The Space Agency compilation in 2012 and their first 12"" Vinyl album The Celestial Sounds of The Space Agency was released in July 2020, all featuring their unique, out of this world Instrumental Sounds. 
Also released on Market Square Records in 2013 Bombay Potatoes/Purple Power vinyl 7"".
7"" Inch Single The Devil's Saddle/Tiger Paw Released October 2016 on Tremolo Records."
Tracer AMC,Flux&Form,629678,,983919,UK & Ireland,2004,61.65,11,['Album'],['Rock'],['Post Rock'],
Sequoia (15),Close To The Sun,6660770,,14961557,UK,2004,0.0,7,['Album'],"['Rock', 'Pop', 'Folk, World, & Country']",[],
Neil Lockwood,You Can't Get There From Here,227362,,7305653,UK,2004,49.62,10,"['Album', 'Stereo']","['Electronic', 'Rock', 'Pop']",['Prog Rock'],"Neil Lockwood was born in Wales on Feb 23, 1958
Guitars, Vocals, Keyboards
He became famous as a session musician who has worked with many great artists and bands."
Queelum,Gem-Star,7236461,,13811192,UK,2004,28.33,7,"['MP3', 'Album']","['Electronic', 'Rock', 'Classical']","['Avantgarde', 'Experimental']",
V (9),You Stood Up,1008921,,1624451,UK,2004,53.92,19,"['Album', 'Stereo']","['Electronic', 'Rock', 'Pop']","['Soft Rock', 'Europop', 'Ballad', 'Disco']","British boy band, which appeared in the U.K. hit charts early 2004, but it was already disbanded in 2005.  Its name comes from the Roman numeral for five, which is the number of band members."
Hedwig And The Angry Inch,Hedwig UK Atrocity Tour,111621,,13114021,UK,2004,0.0,14,"['Album', 'Stereo']","['Rock', 'Stage & Screen']","['Musical', 'Alternative Rock', 'Punk']",
Blur,Blur / Modern Life Is Rubbish,7551,,7385790,UK,2004,0.0,32,"['Album', 'Reissue']","['Rock', 'Pop']","['Alternative Rock', 'Indie Rock', 'Britpop']","Indie rock / pop band with art school roots from London, England, composed of [a=Damon Albarn], [a=Graham Coxon] (1989-2002, 2008- ), [a=Alex James (2)], and [a=Dave Rowntree]. The band was formed in Colchester in December 1989 as [a=Seymour] but was renamed Blur in March 1990, after they'd signed for the Food label. Blur's early releases (the Leisure album and the singles off it) were considered indie or alternative rock, heavily influenced by the danceable rhythms of ""baggy"" bands from the Madchester scene and noisepop bands like [a=My Bloody Valentine], with strains of weirder ideas running throughout, at times reminding of Syd Barrett. Tthis was more readily apparent on several single B-sides where the group let loose a darker side.

By 1992, the group was keen on reinventing themselves with a newer, smarter sound and sense of purpose, returning to a retro spectrum of British rock and pop music (e.g. The Kinks or XTC) or even nostalgic music from World War II. Their 2nd album Modern Life Is Rubbish (1993) had moderate success but began attracting attention for its Britishness but in hindsight it rolled out the carpet for the Britpop cultural movement that would all but engulf the UK for two years, with groups like [a=Suede] early frontrunners too. In 1994 Blur released what was essentially seen by the general public as the Britpop flagship album: Parklife. 1995's The Great Escape was a vividly nervy and somewhat cartoonish version of the same formula. 

When the 5th studio album Blur came out in 1997, the group had reinvented their sound. They severed ties from Britpop and reincorporated the art rock experimentalism of their early years, only this time the music was informed by a broader range of influences (e.g. Pavement). The album's second song Song 2 was released as a single and became a hit on alternative dancefloors. Subsequent albums 13 and Think Tank further increased the group's distance from Britpop, eventually encompassing a great diversity of sounds and influences from all over the globe.

After 13 and the subsequent tours, the band took a pause and its members pursued personal projects. In 1998 Albarn started the [a6378] project, Alex James engaged in [a120885] with Damien Hirst, and Graham Coxon released his first solo album the same year. Over the years Coxon had started struggling with alcoholism and when Blur started the recording sessions for Think Tank, it came to a point where they asked him to no longer be present. After its release in 2003 the band went on full hiatus until December 2008, when it was announced the band would reunite for concerts in London's Hyde Park (released as All The People) followed by a series of major concerts e.g. at Glastonbury 2009. The next year saw the release of a a documentary about the band ([url=https://www.discogs.com/master/898685-Blur-No-Distance-Left-To-Run]No Distance Left To Run[/url]) and of the [url=https://www.discogs.com/master/241338-Blur-Fools-Day]Fool's Day[/url] single for RSD 2010.

In July 2012 a career spanning box set was released titled [url=https://www.discogs.com/master/460605-Blur-Blur-21-The-Box]Blur 21[/url], and in August 2012 the band headlined a show in Hyde Park for the closing ceremony of the 2012 Summer Olympics (released as [url=https://www.discogs.com/master/500654-Blur-Parklive]Parklive[/url]). Earlier that year the band had tried to record a studio album with [a2728] as producer but that was aborted. In Autumn 2012 the band again paused its activities.

Early 2015, Blur made a surprise announcement that they'd finished a new album: The Magic Whip. It had been created in 5 days in Hong Kong after a Japan tour that was cancelled in 2013. Following the Magic Whip tour the band went into hiatus again ... resurfacing in 2023 with their 9th studio album The Ballad Of Darren and a series of concerts. In April 2024 Albarn stated that their performance at Coachella was probably the band’s “last gig”. On 19 July 2024 a second documentary titled To The End opened in UK and Irish cinemas, as directed by Toby L.

Noteworthy live & session members:
[a=Cara Tivey]: auxiliary keyboard player 1993-1995
[a=Diana Gutkind]: auxiliary keyboard player 1995-2000
[a=Wayne Hernandez]: primary vocalist with backing choirs since 1997
[a=Simon Tong]: guitarist; replaced Coxon for the 2003-2004 tour
[url=https://www.discogs.com/artist/343742-Mike-Smith-3]Mike Smith[/url]: auxiliary keyboard player, backing vocalist and saxophonist since 2003

When marked as a copyright holder, use [l832168]."
Merrill Osmond,Never Say Never,653807,,4533435,UK,2004,53.97,13,['Album'],"['Rock', 'Pop', 'Folk, World, & Country']","['Country Rock', 'Pop Rock']","Merrill Osmond (born April 30, 1953) is an American singer, bassist, songwriter, and producer. He is best known for being the lead vocalist and bassist of the family music group The Osmonds and The Osmond Brothers, as well as an occasional solo artist."
Demon Summer,Sideshow,3592591,,15382471,UK,2004,43.67,9,"['Album', 'Reissue', 'Stereo']","['Electronic', 'Rock', 'Pop']","['Alternative Rock', 'Indie Rock', 'Indie Pop', 'Electroacoustic']","Indie Pop / Rock band from Hartlepool, England, United Kingdom, formed in 2000 by three members of previous band Procession, and with an emphasis on emotionally engaging songs; active on the live scene around the UK from 2001 until 2011 and studio based from then on to date."
Us (59),Oblivion,10982675,,22615331,UK & US,2004,45.0,11,['Album'],['Rock'],"['AOR', 'Prog Rock']",
Kitchen Cynics,Woodworm,284480,,9488810,UK,2004,0.0,23,['Album'],"['Rock', 'Pop', 'Folk, World, & Country']",[],"The Kitchen Cynics is the musical project of Alan Davidson from Aberdeen, Scotland. He is regularly aided by Beth Anderson (violin) and Duncan Hart (cello), and occassionally by Philip Johnston (flute, sitar, melodica) and Mike Napier (guitar, bass, ukelin)."
Pornovurt,Pornovurt,4928262,,8220370,UK & Europe,2004,0.0,9,"['Album', 'Stereo']",['Rock'],"['Glam', 'Punk']",
Gin Palace,How To Act If The Dress Catches Fire,1762130,,5160106,UK,2004,0.0,18,"['Album', 'Limited Edition']","['Rock', 'Non-Music']","['Art Rock', 'Punk', 'Interview']","Gin Palace is a band from London, England. Formed January 2003.
It's a 3 piece - lady singer, no bass guitar, no hi-hats."
The Olly Alcock Band,Why The Long Face,9066973,,18105385,UK,2004,0.0,13,['Album'],"['Jazz', 'Rock', 'Funk / Soul', 'Blues']",['Blues Rock'],
North Wales Theremin Orchestra,Cerddi Cutting Hedge LP,6270512,,10893835,UK,2004,0.0,30,['Album'],"['Hip Hop', 'Rock', 'Folk, World, & Country']",[],
The Smouldering Sons,The Story So Far....,3614928,,5235729,UK,2004,0.0,12,['Album'],"['Rock', 'Folk, World, & Country']",['Folk Rock'],
Shaun T Hunter,Flying Not Falling,4166498,,29603605,UK,2004,0.0,10,['Album'],"['Rock', 'Folk, World, & Country']",[],
Swill And The Swaggerband,The Day After,1462267,,1783194,UK,2004,0.0,13,['Album'],"['Rock', 'Folk, World, & Country']",['Acoustic'],"Phil ""Swill"" Odgers is a longtime member of The Men They Couldn't Hang, and Swill and the Swaggerband was a side project."
Mark Dignam,Box Heart Man,2133808,,9974013,UK,2004,0.0,11,['Album'],"['Rock', 'Folk, World, & Country']",['Folk Rock'],"Dublin, Ireland born, Mark Dignam is a well accomplished singer songwriter, Living in Pittsburgh, Pennsylvania in the United States 
He began his career at 15 Busking with schoolfriend Glen Hansard and together they created a busking scene in their home city of Dublin, Ireland 
along side the likes of Mic Christopher, Kila, Lisa Hannigan, The Wilde Oscars, The Frames and The Mary Janes to name but a few. Mark originally
formed his own band 'Color of The Sun' but later struck out on his own solo path. Currently working on his sixth album due in the summer of 2022. "
Brigyn,Brigyn,1977847,,2493758,UK,2004,41.42,11,['Album'],"['Folk, World, & Country', 'Rock']","['Indie Rock', 'Folk']","Brigyn are a Welsh music act from North Wales, consisting of the brothers Eurig and Ynyr Roberts.
The brothers formed Brigyn in 2004 after the break-up of their previous group Epitaff. After signing to the Gwynedd label Gwynfryn Cymunedol, their eponymous debut album was released in late 2004. A Welsh-language release, the album received considerable airplay on Radio Cymru; one of the tracks, 'Sonar' was selected by BBC Radio 1 DJ Huw Stephens for inclusion on the Dan Y Cownter showcase CD released by the Welsh Music Foundation in 2005. Later that year, a second album, Brigyn2, was released on Gwynfryn Cymunedol.
In 2006, Brigyn toured Wales, playing the Sesiwn Fawr festival in Dolgellau in July and the Green Man Festival later in the summer. A tour of Ireland soon followed. Also in 2006, the remix CD Ailgylchu was released, containing remixes by Welsh underground artists of Brigyn songs.
Brigyn achieved prominence in the media through successfully obtaining the permission of Leonard Cohen to release a Welsh-language version of his1984 song 'Hallejujah'.

"
Ben Mark,Places We'll Never Go,709530,,13252633,UK,2004,0.0,11,['Album'],"['Rock', 'Folk, World, & Country']",['Folk'],British guitarist
Dan McGrath (2),TV Themes,3525913,,27773400,UK,2004,0.0,81,['Album'],"['Electronic', 'Rock', 'Stage & Screen']","['House', 'Pop Rock', 'Theme', 'Score']",
Raymond McCullough,The Great China Bike Ride,3826482,,5691514,UK,2004,31.23,6,['Album'],"['Rock', 'Folk, World, & Country']",[],"UK Celtic folk, rock singer, songwriter "
DAFM,Only An Impulse,3855666,,5848675,UK,2004,0.0,31,['Album'],"['Rock', 'Funk / Soul', 'Blues']",[],"""blues / funk / rock / beer"" from Cambridge, UK.
est. 2002"
Tracey Curtis,If The Moon Could Talk,1945882,,2549025,UK,2004,0.0,12,['Album'],"['Folk, World, & Country', 'Pop', 'Rock']",[],
The Guys (2),The Guys,479526,,7384386,UK & US,2004,43.32,10,"['MP3', 'Album']",['Rock'],['Pop Rock'],
Inecto School,St. Vitus' Dance,740165,,22579052,UK,2004,0.0,13,"['Album', 'Stereo']","['Jazz', 'Rock', 'Classical']","['Free Improvisation', 'Avant-garde Jazz', 'Experimental']","THE INECTO SCHOOL was an improvising experimental music group formed in 2003 by Andrew, Mike, Will, Lee, Stewart in the Hyde Park area of Leeds, UK. This founding line-up evolved out of previous combos with fluid memberships such as To Suckle The Pups and BackDrumMower.
The INECTO SCHOOL's instrumentation of double bass, trumpet/flugelhorn, drumkit, voice, guitar and percussion resembled that of a jazz band and their method was totally improvised but their music did not fall easily into any single musical category.
They recorded their music extensively in private sessions and performed live at concerts in Leeds and Glasgow through 2003-04, supporting artists such as Jack Rose, Frog Pocket, The One Ensemble of Daniel Padden and McWatt.  Recordings of these INECTO SCHOOL concerts were issued as 'The Together Road Tapes' (2CDR set) in 2005.
INECTO SCHOOL produced several self-released albums in small runs on CDR, with handmade covers, beginning with St. Vitus' Dance (2004); Wrangthorn (2004) and Night Works (2010). The band assembled their albums as 'scrapbooks' made up of edited extracts from longer improvised recordings. Sessions taped in 2003-04 provided the source material for all the group's album releases up to 2010.  These albums were co-produced/mastered variously by Daniel Padden, Matthew Robson and Alan Jenkins.
In September 2004 the original line-up ceased playing together with the relocation of two members abroad. 
In 2022 THE INECTO SCHOOL published a re-issue box set of its first three albums (supplemented by selected concert recordings) as RITUAL STILLS in an edition of 100, including facsimiles of original artwork and an illustrated booklet."
Rise (17),Posing As Human,2738241,,3650630,UK,2004,60.23,14,"['Album', 'Enhanced']","['Rock', 'Folk, World, & Country']",['Folk Rock'],
Mudlow,Welcome To Mudlow Country,604290,,1296235,UK,2004,51.42,13,['Album'],"['Blues', 'Folk, World, & Country', 'Rock']",[],
Rhubarb (2),The Fall Of The Sparrow,392891,,6578987,UK,2004,0.0,8,['Album'],"['Electronic', 'Rock', 'Pop', 'Folk, World, & Country']","['Psychedelic Rock', 'Space Rock']",
Turin Brakes,Ether Song / The Optimist LP,12635,,11572503,UK,2004,62.72,29,"['Album', 'Reissue']","['Rock', 'Pop']","['Leftfield', 'Folk Rock', 'Downtempo', 'Pop Rock']","Folk rock band from London, UK. Founded, originally as a duo, in 1999."
Psycodaisies,Kisscut,5150115,,8771100,UK,2004,0.0,16,"['Album', 'Limited Edition']","['Rock', 'Pop', 'Classical']","['Alternative Rock', 'Folk Rock', 'Medieval', 'Indie Rock']",
The Keepers (2),Rock 'n' Roll From The Lagan Delta,604287,,12737258,UK & Europe,2004,0.0,12,['Album'],['Rock'],"['Mod', 'Garage Rock', 'Lo-Fi', 'Punk']","The band first got together in Belfast around March 2000. Brothers Hugh (vocals, rhythm) and Norm (drums) had previously played in a mod rock band called The Cinnamon Firm which had recently broke up after several line up changes. The Firm were a popular live act in Ireland and had enjoyed a few local tv appearances and attracted interest from a couple of major record labels. At the same time Norm was also playing drums for a loud dirty garage rock and roll band called Thee Dreggs. Thee Dreggs vocalist and rhythm guitarist had recently left the band to set up home in Belgium. The members of the Cinnamon Firm and Thee Dreggs had been friends for years so it seemed like a natural solution to invite Hugh to get together with remaining Dreggs - Bobby (lead guitar), Will (Bass, Vocals) and Norm to form a new band. The merger brought Hugh's mod songwriting sensibilities together with raw rootsy garage band ethics. The new band was called THE KEEPERS. They managed to retain the essence and power of their old bands but with an added dynamic that gives them their own distinct brand of Belfast beat. it wasn't long before they had written a handful of songs. They recorded the tracks straight away while they were still fresh and vibrant to their ears, a philosophy they have continued through all their recordings. On May 24th of that year, the band played their first gig to a great response in front of 200 people at Belfast's Limelight club and have since been playing regularly around Northern Ireland and other places such as England, Rep of Ireland, Isle of Man, Holland, Belgium and Germany.

Their sound is ingrained with elements of garage rock, RandB, mod and punk but refuses to be pigeon-holed into any of these genres. The music is like a hit from an injected drug - instant, colourful, direct, loud, highly addictive rock 'n' roll that will mainline straight to your soul. Sick and tired of an endless slew of pop and shoe-gazing indie bands the Keepers are hitting back with raw ballsy rockin' tunes, Big ol' hairy monkey balls baby! But this is not protest music. These boys don't waste time protesting, this is DIRECT ACTION!

The Keepers' set is comprised mostly of well-crafted original material with a helping of cool covers of some of their favourite songs. Their hair-raising live reputation helped them land a weekly residency and their own club night (Balloon Farm) in Belfast's Duke of York bar, a savvy mixture of live rock 'n' roll and hip vinyl sounds which they ran for several months.

Their first single - 'Stop Pretending' was released in early 2001 and is available on seven inch vinyl from Barcelona's Butterfly Records label. The band have also released a five track CD on Italy's AUA Records as well as two self-released CD albums. Tracks by the Keepers are also available on compilation albums from labels such As El Torro and No Action.

So there you have it, good 'ol rock 'n' roll is alive and well in Belfast and these boys are the keepers of the faith. So, seek ye The Keepers and prepare for heaven!! "
Viva Stereo,Optimism Is Not A Curse,539812,,3449003,UK,2004,0.0,12,['Album'],"['Electronic', 'Rock', 'Pop', 'Folk, World, & Country']","['Electro', 'Shoegaze', 'Indie Rock', 'Ambient', 'Alternative Rock']",
Nerve (8),The Art Of Falling Apart,966068,,20717758,UK & Ireland,2004,0.0,14,['Album'],['Rock'],"['Emo', 'Punk']",
East Bristol Jazz Club,King Cotton ,6862273,,12920921,UK,2004,97.23,19,['Album'],"['Jazz', 'Rock', 'Blues', 'Stage & Screen']",[],
Bill Nelson,Satellite Songs,22882,,1106647,UK,2004,61.83,12,"['Album', 'Limited Edition']","['Electronic', 'Rock', 'Pop']","['Electro', 'Pop Rock']","Bill Nelson is a British musician, painter and photographer. Born December 18, 1948 in Wakefield, West Yorkshire (England) he is best known as the founder of [a=Be Bop Deluxe] (1972-1978), although he is also a prolific and accomplished solo artist in his own right.

Following an education at Wakefield College Of Art, Bill Nelson's first recorded works were contributions to [l=Holyground] recordings A-Austr: Musics From Holyground (1970) and [r=1393644] (1971). His first solo album [r=1753752] was released on [l=Smile Records] in 1971 and saw notable airplay by John Peel. A year later Bill formed Be Bop Deluxe, a venture that under Nelson's guidance morphed from its initial blues and glam rock beginnings into a stylistically experimental endeavour that encompassed elements of prog rock, new wave, art rock and proto punk. Bill disbanded Be Bop Deluxe in 1978, however these influences were taken further for his next project Red Noise (1978-1979), after recording [r=729832] he concentrated on working as a solo musician and received critical acclaim for his experimental synth-pop releases [r=141538], [r=874805] and [r=1418768]. The latter part of the 1980s saw Nelson progress into increasingly esoteric territory as his personal interest in occult and gnostic beliefs were packaged alongside voluminous ambient albums which were created with the immediacy of creative inspiration. This work ethic saw the release of a staggering amount of music. Despite personal and financial troubles through the late 1980s he has maintained a prolific recorded output and although he does not tour he makes a single public performance each year at annual 'Nelsonica' events in Yorkshire, England."
Dan Chisholm,Excess Baggage,5961180,,10753463,UK,2004,0.0,17,['Album'],"['Rock', 'Pop', 'Folk, World, & Country']",[],
The Red Lemons,The Red Lemons,13469833,,28153333,UK,2004,0.0,9,['Album'],"['Jazz', 'Rock', 'Funk / Soul', 'Blues', 'Pop']","['Blues Rock', 'Jazz-Funk', 'Soul-Jazz', 'Jazz-Rock']",
Kevin Leavy,Look To The Future,4239902,,13516221,UK,2004,54.85,43,['Album'],"['Electronic', 'Rock', 'Funk / Soul', 'Folk, World, & Country']","['Ambient', 'Soft Rock', 'Rhythm & Blues']",
Matt Dolphin,Urchin Brood,3267088,,10266357,UK,2004,0.0,6,['Mini-Album'],"['Rock', 'Folk, World, & Country']",[],"Matt Dolphin (his real name) is a singer, songwriter and painter based in Kent. His debonair croon and wayward yet self-assured songcraft recalls [a=Nick Drake], [a=Lee Hazlewood], [a=Nick Cave] and [a=Jeff Buckley].  As well as performing solo, he currently wields banjo for country/pop/gospel outfit Reverend Casy; he also used to play with North London acoustic experimentalists [a=Bedlam Opera].

[r=4503986] and [r=4519022] were produced by [a=Jon Clayton] (Jim Bob, [a=Rob Ellis], [a=Pete & The Pirates]) at One Cat Studio in Brixton.

“Powerful and moving…stark, desolate and downcast, yet oddly life-affirming at the same time” (Eighth House review, Sounds XP website)

Videos, tracks and info at:
http://www.facebook.com/pages/Matt-Dolphin/47585101346"
Numinous (4),Lose The Shadow-Life,5292892,,9132983,UK,2004,0.0,12,"['Album', 'Enhanced']","['Rock', 'Folk, World, & Country']","['Indie Rock', 'Gospel']",
Paul Liddell,A Lighthouse Keeper's Diary,2644329,,10752165,UK,2004,0.0,12,"['Album', 'Enhanced']","['Rock', 'Folk, World, & Country']","['Folk', 'Folk Rock']",
Raymond Froggatt,Songland 40,656714,,28196404,UK,2004,0.0,11,"['Album', 'Stereo']","['Rock', 'Pop', 'Folk, World, & Country']",[],"Singer and songwriter from Birmingham. (13 November 1941 – 23 July 2023)
A chance meeting with guitar virtuoso Hartley Cain led to the formation of a rock band. He rapidly built up a large fan base around the Midlands, London and Germany. The rock career lost momentum when the major album Rogues & Thieves did not take off but he did get on Top Of The Pops as part of his mate, Roy Wood¹s band, The Move. Gradually his music became more Country and he was invited by Mervyn Conn to be part of the famed Wembley Festivals. Mervyn Conn backed two albums recorded in Nashville with the Jordanaires and Hargus Pig Robbins. The first, Southern Fried Frog was and still is a massive seller. Froggie did and still does sing 99 percent of his own material and he has the largest following of any UK artist.
His autobiography, Raymond Who?, is a great read. UK singers cover more of his songs than any other writer. When he released Don't Let Me Cry Again, Terry Wogan played it every day for a fortnight but unfortunately a distribution blip stopped it being a major pop hit.
After fighting health problems he was still a major player on the UK Country scene having played with most of the major American artists including Tina Turner who recorded one of his songs. Raymond Froggatt is the only UK artist to have played the Albert Hall, London Palladium and the Birmingham Symphony Hall. He was one of an elite band who could have a theatre tour each year."
Murphy's Marbles,The Cheltenham Experience,7760165,,26478644,UK,2004,0.0,12,"['Album', 'Stereo']","['Rock', 'Pop', 'Folk, World, & Country']","['Folk', 'Celtic', 'Ballad']","Irish ""pub-folk"" style band who have performed at arts festivals, street festivals, racecourses and events across the UK and Ireland. They performed regularly at the Guinness Village at the Cheltenham Racecourse, and they released ""They'll Run Forever"", an album of songs sung at and commemorating Cheltenham."
Gerard Langley,LIT. 2: Teaching Poetry As A Foreign Language,268517,,8442194,UK,2004,0.0,11,"['Album', 'Limited Edition']","['Rock', 'Non-Music']","['Indie Rock', 'Poetry']","Poet and frontman to [a=The Blue Aeroplanes] (formerly [a=Art Objects]).  Brother of drummer [a=John Langley].

Do NOT confuse with [a=Gerry Langley] (Gerard Robert Langley)."
Alex Valentine,Local History,854077,,3193527,UK,2004,0.0,12,['Album'],"['Rock', 'Pop', 'Folk, World, & Country']",['Folk Rock'],
Sexton Ming,Funk Child,249414,,9674807,UK,2004,0.0,12,['Album'],"['Electronic', 'Rock', 'Blues', 'Folk, World, & Country']","['Abstract', 'Experimental', 'Psychedelic Rock', 'Acoustic', 'Avantgarde', 'Blues Rock']","Sexton Ming (born 1961) is a British artist, poet and musician who was a founding member of The Medway Poets (1979) and Stuckism art movement (1999)."
Ike & Tina Turner,The Best Of Ike & Tina Turner,81138,,3345829,UK,2004,0.0,16,"['Album', 'Compilation']","['Rock', 'Funk / Soul', 'Blues']",[],"Formed : 1958 // St. Louis, MO, United States 
Disbanded : 1976 

Inducted into Rock And Roll Hall of Fame in 1991 (Performer). 
"
The Flews,Slow Mover,4739120,,7783434,UK,2004,52.25,16,"['Album', 'Stereo']","['Rock', 'Folk, World, & Country']",['Folk Rock'],
Lionshare,Outside Of Town,325439,,15646136,UK,2004,0.0,5,['Mini-Album'],"['Rock', 'Folk, World, & Country']",['Folk Rock'],
Kansas (2),Dust In The Wind,254408,,7444667,UK & Europe,2004,108.28,22,['Album'],['Rock'],['Prog Rock'],"American progressive/hard rock band hailing from Topeka, Kansas, and formed in 1973.  As of 2023, the band is composed of Phil Ehart (drums), Richard Williams (guitar), Billy Greer (bass, vocals), Joe Deninzon (violin, guitar), Ronnie Platt (vocals, keyboards), and Tom Brislin (keyboards)."
Dobsonfly,What Are We Doing?,3438810,,4891646,UK,2004,0.0,12,"['VCD', 'Album', 'Limited Edition', 'Numbered']","['Rock', 'Pop']","['Indie Pop', 'Emo']","Dobsonfly were an indie/emo band who were around between 2000 and 2006.

Not having forgotten the power of two lead guitars and firm song foundations, the Dobsonfly sound offered a unique break from punk/hardcore and gave a pinch of gourmet guitar harmonies.

They played lots of gigs and released some CDs.

Then they split up."
Blur,Leisure / Modern Life Is Rubbish,7551,,30517744,UK,2004,0.0,30,"['Album', 'Reissue']","['Rock', 'Pop']","['Alternative Rock', 'Indie Rock', 'Britpop']","Indie rock / pop band with art school roots from London, England, composed of [a=Damon Albarn], [a=Graham Coxon] (1989-2002, 2008- ), [a=Alex James (2)], and [a=Dave Rowntree]. The band was formed in Colchester in December 1989 as [a=Seymour] but was renamed Blur in March 1990, after they'd signed for the Food label. Blur's early releases (the Leisure album and the singles off it) were considered indie or alternative rock, heavily influenced by the danceable rhythms of ""baggy"" bands from the Madchester scene and noisepop bands like [a=My Bloody Valentine], with strains of weirder ideas running throughout, at times reminding of Syd Barrett. Tthis was more readily apparent on several single B-sides where the group let loose a darker side.

By 1992, the group was keen on reinventing themselves with a newer, smarter sound and sense of purpose, returning to a retro spectrum of British rock and pop music (e.g. The Kinks or XTC) or even nostalgic music from World War II. Their 2nd album Modern Life Is Rubbish (1993) had moderate success but began attracting attention for its Britishness but in hindsight it rolled out the carpet for the Britpop cultural movement that would all but engulf the UK for two years, with groups like [a=Suede] early frontrunners too. In 1994 Blur released what was essentially seen by the general public as the Britpop flagship album: Parklife. 1995's The Great Escape was a vividly nervy and somewhat cartoonish version of the same formula. 

When the 5th studio album Blur came out in 1997, the group had reinvented their sound. They severed ties from Britpop and reincorporated the art rock experimentalism of their early years, only this time the music was informed by a broader range of influences (e.g. Pavement). The album's second song Song 2 was released as a single and became a hit on alternative dancefloors. Subsequent albums 13 and Think Tank further increased the group's distance from Britpop, eventually encompassing a great diversity of sounds and influences from all over the globe.

After 13 and the subsequent tours, the band took a pause and its members pursued personal projects. In 1998 Albarn started the [a6378] project, Alex James engaged in [a120885] with Damien Hirst, and Graham Coxon released his first solo album the same year. Over the years Coxon had started struggling with alcoholism and when Blur started the recording sessions for Think Tank, it came to a point where they asked him to no longer be present. After its release in 2003 the band went on full hiatus until December 2008, when it was announced the band would reunite for concerts in London's Hyde Park (released as All The People) followed by a series of major concerts e.g. at Glastonbury 2009. The next year saw the release of a a documentary about the band ([url=https://www.discogs.com/master/898685-Blur-No-Distance-Left-To-Run]No Distance Left To Run[/url]) and of the [url=https://www.discogs.com/master/241338-Blur-Fools-Day]Fool's Day[/url] single for RSD 2010.

In July 2012 a career spanning box set was released titled [url=https://www.discogs.com/master/460605-Blur-Blur-21-The-Box]Blur 21[/url], and in August 2012 the band headlined a show in Hyde Park for the closing ceremony of the 2012 Summer Olympics (released as [url=https://www.discogs.com/master/500654-Blur-Parklive]Parklive[/url]). Earlier that year the band had tried to record a studio album with [a2728] as producer but that was aborted. In Autumn 2012 the band again paused its activities.

Early 2015, Blur made a surprise announcement that they'd finished a new album: The Magic Whip. It had been created in 5 days in Hong Kong after a Japan tour that was cancelled in 2013. Following the Magic Whip tour the band went into hiatus again ... resurfacing in 2023 with their 9th studio album The Ballad Of Darren and a series of concerts. In April 2024 Albarn stated that their performance at Coachella was probably the band’s “last gig”. On 19 July 2024 a second documentary titled To The End opened in UK and Irish cinemas, as directed by Toby L.

Noteworthy live & session members:
[a=Cara Tivey]: auxiliary keyboard player 1993-1995
[a=Diana Gutkind]: auxiliary keyboard player 1995-2000
[a=Wayne Hernandez]: primary vocalist with backing choirs since 1997
[a=Simon Tong]: guitarist; replaced Coxon for the 2003-2004 tour
[url=https://www.discogs.com/artist/343742-Mike-Smith-3]Mike Smith[/url]: auxiliary keyboard player, backing vocalist and saxophonist since 2003

When marked as a copyright holder, use [l832168]."
Dave Ellis & Boo Howard,Late In The Day,3443471,,11827611,UK,2004,0.0,13,['Album'],"['Rock', 'Pop', 'Folk, World, & Country']","['Ethereal', 'Folk Rock']",
