artist,country,city,latitude,longitude,address,state
Wham!,United Kingdom,Bushey,51.6441567,-0.3621858,"Bushey, Hertsmere, Hertfordshire, England, WD23 3DH, United Kingdom",England
Shaped By Fate,United Kingdom,Cardiff,51.4816546,-3.1791934,"Cardiff, Cymru / Wales, CF10 2AF, United Kingdom",Wales
Attack! Attack!,United Kingdom,Caerffili,51.5745432,-3.2208487,"Caerphilly, Cymru / Wales, United Kingdom",Caerphilly
Lucy Rose,United Kingdom,Camberley,51.3392845,-0.7460981,"Camberley, Surrey Heath, Surrey, England, GU15 3SA, United Kingdom",England
Jamie Lenman,United Kingdom,Camberley,51.3392845,-0.7460981,"Camberley, Surrey Heath, Surrey, England, GU15 3SA, United Kingdom",England
Reuben,United Kingdom,Camberley,51.3392845,-0.7460981,"Camberley, Surrey Heath, Surrey, England, GU15 3SA, United Kingdom",England
This Heat,United Kingdom,Camberwell,51.4745706,-0.0925416,"Camberwell, London Borough of Southwark, London, Greater London, England, SE5 7AA, United Kingdom",England
Part Chimp,United Kingdom,Camberwell,51.4745706,-0.0925416,"Camberwell, London Borough of Southwark, London, Greater London, England, SE5 7AA, United Kingdom",England
Dolly Mixture,United Kingdom,Cambridge,52.2055314,0.1186637,"Cambridge, Cambridgeshire, Cambridgeshire and Peterborough, England, United Kingdom",Cambridgeshire and Peterborough
Katrina and the Waves,United Kingdom,Cambridge,52.2055314,0.1186637,"Cambridge, Cambridgeshire, Cambridgeshire and Peterborough, England, United Kingdom",Cambridgeshire and Peterborough
David Gilmour,United Kingdom,Cambridge,52.2055314,0.1186637,"Cambridge, Cambridgeshire, Cambridgeshire and Peterborough, England, United Kingdom",Cambridgeshire and Peterborough
Sports Team,United Kingdom,Cambridge,52.2055314,0.1186637,"Cambridge, Cambridgeshire, Cambridgeshire and Peterborough, England, United Kingdom",Cambridgeshire and Peterborough
The Soft Boys,United Kingdom,Cambridge,52.2055314,0.1186637,"Cambridge, Cambridgeshire, Cambridgeshire and Peterborough, England, United Kingdom",Cambridgeshire and Peterborough
Henry Cow,United Kingdom,Cambridge,52.2055314,0.1186637,"Cambridge, Cambridgeshire, Cambridgeshire and Peterborough, England, United Kingdom",Cambridgeshire and Peterborough
Richard Youngs,United Kingdom,Cambridge,52.2055314,0.1186637,"Cambridge, Cambridgeshire, Cambridgeshire and Peterborough, England, United Kingdom",Cambridgeshire and Peterborough
"Black Country, New Road",United Kingdom,Cambridge,52.2055314,0.1186637,"Cambridge, Cambridgeshire, Cambridgeshire and Peterborough, England, United Kingdom",Cambridgeshire and Peterborough
Celestial Sanctuary,United Kingdom,Cambridge,52.2055314,0.1186637,"Cambridge, Cambridgeshire, Cambridgeshire and Peterborough, England, United Kingdom",Cambridgeshire and Peterborough
Mallory Knox,United Kingdom,Cambridge,52.2055314,0.1186637,"Cambridge, Cambridgeshire, Cambridgeshire and Peterborough, England, United Kingdom",Cambridgeshire and Peterborough
Lonely the Brave,United Kingdom,Cambridge,52.2055314,0.1186637,"Cambridge, Cambridgeshire, Cambridgeshire and Peterborough, England, United Kingdom",Cambridgeshire and Peterborough
Charli XCX,United Kingdom,Cambridge,52.2055314,0.1186637,"Cambridge, Cambridgeshire, Cambridgeshire and Peterborough, England, United Kingdom",Cambridgeshire and Peterborough
Lychgate,United Kingdom,Cambridge,52.2055314,0.1186637,"Cambridge, Cambridgeshire, Cambridgeshire and Peterborough, England, United Kingdom",Cambridgeshire and Peterborough
Uncle Acid and The Deadbeats,United Kingdom,Cambridge,52.2055314,0.1186637,"Cambridge, Cambridgeshire, Cambridgeshire and Peterborough, England, United Kingdom",Cambridgeshire and Peterborough
Syd Barrett,United Kingdom,Cambridge,52.2055314,0.1186637,"Cambridge, Cambridgeshire, Cambridgeshire and Peterborough, England, United Kingdom",Cambridgeshire and Peterborough
Hell Is For Heroes,United Kingdom,Camden Town,51.54279655,-0.1624803135779896,"London Borough of Camden, London, Greater London, England, United Kingdom",Greater London
Madness,United Kingdom,Camden Town,51.5394397,-0.1426957,"Camden Town, Camden High Street, Chalk Farm, London Borough of Camden, London, Greater London, England, NW1 8QP, United Kingdom",England
Tribes,United Kingdom,Camden Town,51.5394397,-0.1426957,"Camden Town, Camden High Street, Chalk Farm, London Borough of Camden, London, Greater London, England, NW1 8QP, United Kingdom",England
Glenn Hughes,United Kingdom,Cannock,52.688227,-2.0324197,"Cannock, Cannock Chase, Staffordshire, England, WS11 1AW, United Kingdom",England
Trapeze,United Kingdom,Cannock,52.688227,-2.0324197,"Cannock, Cannock Chase, Staffordshire, England, WS11 1AW, United Kingdom",England
Third Ear Band,United Kingdom,Canterbury,51.2800275,1.0802533,"Canterbury, Kent, England, United Kingdom",Kent
Caravan,United Kingdom,Canterbury,51.2800275,1.0802533,"Canterbury, Kent, England, United Kingdom",Kent
Moose Blood,United Kingdom,Canterbury,51.2800275,1.0802533,"Canterbury, Kent, England, United Kingdom",Kent
National Health,United Kingdom,Canterbury,51.2800275,1.0802533,"Canterbury, Kent, England, United Kingdom",Kent
Spirogyra,United Kingdom,Canterbury,51.2800275,1.0802533,"Canterbury, Kent, England, United Kingdom",Kent
Hatfield And The North,United Kingdom,Canterbury,51.2800275,1.0802533,"Canterbury, Kent, England, United Kingdom",Kent
Quiet Sun,United Kingdom,Canterbury,51.2800275,1.0802533,"Canterbury, Kent, England, United Kingdom",Kent
Soft Machine,United Kingdom,Canterbury,51.2800275,1.0802533,"Canterbury, Kent, England, United Kingdom",Kent
Matching Mole,United Kingdom,Canterbury,51.2800275,1.0802533,"Canterbury, Kent, England, United Kingdom",Kent
Damon Albarn,United Kingdom,Canvey Island,51.52417695,0.608458707431351,"Canvey Island, Castle Point, Essex, England, United Kingdom",Essex
Holding Absence,United Kingdom,Cardiff,51.4816546,-3.1791934,"Cardiff, Cymru / Wales, CF10 2AF, United Kingdom",Wales
mclusky,United Kingdom,Cardiff,51.4816546,-3.1791934,"Cardiff, Cymru / Wales, CF10 2AF, United Kingdom",Wales
Joanna Gruesome,United Kingdom,Cardiff,51.4816546,-3.1791934,"Cardiff, Cymru / Wales, CF10 2AF, United Kingdom",Wales
Kids in Glass Houses,United Kingdom,Cardiff,51.4816546,-3.1791934,"Cardiff, Cymru / Wales, CF10 2AF, United Kingdom",Wales
Brutality Will Prevail,United Kingdom,Cardiff,51.4816546,-3.1791934,"Cardiff, Cymru / Wales, CF10 2AF, United Kingdom",Wales
Future of the Left,United Kingdom,Cardiff,51.4816546,-3.1791934,"Cardiff, Cymru / Wales, CF10 2AF, United Kingdom",Wales
Underworld,United Kingdom,Cardiff,51.4816546,-3.1791934,"Cardiff, Cymru / Wales, CF10 2AF, United Kingdom",Wales
Goodtime Boys,United Kingdom,Cardiff,51.4816546,-3.1791934,"Walton Cardiff, Ashchurch Rural, Tewkesbury, Gloucestershire, England, GL20 7BL, United Kingdom",England
Demented Are Go,United Kingdom,Cardiff,51.4816546,-3.1791934,"Cardiff, Cymru / Wales, CF10 2AF, United Kingdom",Wales
Los Campesinos!,United Kingdom,Cardiff,51.4816546,-3.1791934,"Cardiff, Cymru / Wales, CF10 2AF, United Kingdom",Wales
Until The Ribbon Breaks,United Kingdom,Cardiff,51.4816546,-3.1791934,"Walton Cardiff, Ashchurch Rural, Tewkesbury, Gloucestershire, England, GL20 7BL, United Kingdom",England
Super Furry Animals,United Kingdom,Cardiff,51.4816546,-3.1791934,"Cardiff, Cymru / Wales, CF10 2AF, United Kingdom",Wales
Exit_International,United Kingdom,Cardiff,51.4816546,-3.1791934,"Cardiff, Cymru / Wales, CF10 2AF, United Kingdom",Wales
Catatonia,United Kingdom,Cardiff,51.4816546,-3.1791934,"Cardiff, Cymru / Wales, CF10 2AF, United Kingdom",Wales
Young Marble Giants,United Kingdom,Cardiff,51.4816546,-3.1791934,"Cardiff, Cymru / Wales, CF10 2AF, United Kingdom",Wales
Budgie,United Kingdom,Cardiff,51.4816546,-3.1791934,"Cardiff, Cymru / Wales, CF10 2AF, United Kingdom",Wales
Rose Kemp,United Kingdom,Carlisle,54.8948478,-2.9362311,"Carlisle, Cumberland, England, United Kingdom",Cumberland
Art,United Kingdom,Carlisle,54.8948478,-2.9362311,"Carlisle, Cumberland, England, United Kingdom",Cumberland
Gorky's Zygotic Mynci,United Kingdom,Carmarthen,51.8591257,-4.3115907,"Carmarthen, Sir Gaerfyrddin / Carmarthenshire, Cymru / Wales, SA31 1RT, United Kingdom",Wales
Late of the Pier,United Kingdom,Castle Donington,52.8411689,-1.3409476,"Castle Donington, Hemington, North West Leicestershire, Leicestershire, England, United Kingdom",Leicestershire
Drenge,United Kingdom,Castleton,53.3406983,-1.7867905115307363,"Castleton, High Peak, Derbyshire, East Midlands, England, United Kingdom",East Midlands
Robin Trower,United Kingdom,Catford,51.4444696,-0.0261521,"Catford, Renshaw Close, Ladywell, London Borough of Lewisham, London, Greater London, England, SE6 4BB, United Kingdom",England
Japan,United Kingdom,Catford,51.4444696,-0.0261521,"Catford, Renshaw Close, Ladywell, London Borough of Lewisham, London, Greater London, England, SE6 4BB, United Kingdom",England
Guthrie Govan,United Kingdom,Chelmsford,51.7345329,0.4730532,"Chelmsford, Essex, England, United Kingdom",Essex
Squarepusher,United Kingdom,Chelmsford,51.7345329,0.4730532,"Chelmsford, Essex, England, United Kingdom",Essex
Generation X,United Kingdom,Chelsea,51.4875167,-0.1687007,"Chelsea, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW3 5UA, United Kingdom",England
Crooks,United Kingdom,Cheltenham,51.8995685,-2.0711559,"Cheltenham, Gloucestershire, England, United Kingdom",Gloucestershire
Mike Rutherford,United Kingdom,Chertsey,51.392296,-0.5038294,"Chertsey, Runnymede, Surrey, England, United Kingdom",Surrey
Mansun,United Kingdom,Chester,53.1908873,-2.8908955,"Chester, Cheshire West and Chester, England, CH1 2ET, United Kingdom",England
Witchfynde,United Kingdom,Chesterfield,53.2352134,-1.4264097,"Chesterfield, Derbyshire, East Midlands, England, United Kingdom",East Midlands
Smoke Fairies,United Kingdom,Chichester,50.8364862,-0.7791721,"Chichester, West Sussex, England, United Kingdom",West Sussex
Hope Of The States,United Kingdom,Chichester,50.8364862,-0.7791721,"Chichester, West Sussex, England, United Kingdom",West Sussex
Flies Are Spies From Hell,United Kingdom,Chichester,50.8364862,-0.7791721,"Chichester, West Sussex, England, United Kingdom",West Sussex
Tom Odell,United Kingdom,Chichester,50.8364862,-0.7791721,"Chichester, West Sussex, England, United Kingdom",West Sussex
Steve Hillage,United Kingdom,Chingford,51.6369376,0.0189937719122565,"Chingford Plain, Chingford, London Borough of Waltham Forest, London, Essex, Greater London, England, United Kingdom",Greater London
Anthony Phillips,United Kingdom,Chiswick,51.4923137,-0.263818,"Chiswick, Greater London, England, W4 5PS, United Kingdom",England
Kim Wilde,United Kingdom,Chiswick,51.4923137,-0.263818,"Chiswick, Greater London, England, W4 5PS, United Kingdom",England
Peter Gabriel,United Kingdom,Chobham,51.3477705,-0.6010128,"Chobham, Surrey Heath, Surrey, England, United Kingdom",Surrey
John Foxx,United Kingdom,Chorley,53.6531915,-2.6294313,"Chorley, Lancashire, England, United Kingdom",Lancashire
EMF,United Kingdom,Cinderford,51.8244586,-2.4984934,"Cinderford, Forest of Dean, Gloucestershire, England, United Kingdom",Gloucestershire
Paul Banks,United Kingdom,Clacton-on-Sea,51.7883997,1.1527865,"Clacton-on-Sea, Tendring, Essex, England, CO15 1QP, United Kingdom",England
Graham Coxon,United Kingdom,Colchester,51.8896903,0.8994651,"Colchester, Essex, England, United Kingdom",Essex
Modern English,United Kingdom,Colchester,51.8896903,0.8994651,"Colchester, Essex, England, United Kingdom",Essex
Telepathy,United Kingdom,Colchester,51.8896903,0.8994651,"Colchester, Essex, England, United Kingdom",Essex
Raging Speedhorn,United Kingdom,Corby,52.4877341,-0.7032713,"Corby, North Northamptonshire, England, United Kingdom",North Northamptonshire
Viking Skull,United Kingdom,Corby,52.4877341,-0.7032713,"Corby, North Northamptonshire, England, United Kingdom",North Northamptonshire
Vales,United Kingdom,Truro,50.4433489,-4.62465658489158,"Cornwall, England, United Kingdom",Cornwall
Martha,United Kingdom,Durham,54.68483225,-1.774017169596316,"County Durham, England, United Kingdom",County Durham
The Primitives,United Kingdom,Coventry,52.4081812,-1.510477,"Coventry, West Midlands, England, United Kingdom",West Midlands
Sika Redem,United Kingdom,Coventry,52.4081812,-1.510477,"Coventry, West Midlands, England, United Kingdom",West Midlands
Cathedral,United Kingdom,Coventry,52.4081812,-1.510477,"Coventry, West Midlands, England, United Kingdom",West Midlands
Adorable,United Kingdom,Coventry,52.4081812,-1.510477,"Coventry, West Midlands, England, United Kingdom",West Midlands
The Specials,United Kingdom,Coventry,52.4081812,-1.510477,"Coventry, West Midlands, England, United Kingdom",West Midlands
Bolt Thrower,United Kingdom,Coventry,52.4081812,-1.510477,"Coventry, West Midlands, England, United Kingdom",West Midlands
The Enemy,United Kingdom,Coventry,52.4081812,-1.510477,"Coventry, West Midlands, England, United Kingdom",West Midlands
The Automatic,United Kingdom,Cowbridge,51.4616852,-3.4472705,"Cowbridge, Vale of Glamorgan, Cymru / Wales, CF71 7DD, United Kingdom",Wales
The Cure,United Kingdom,Crawley,51.1103444,-0.1801094,"Crawley, West Sussex, England, United Kingdom",West Sussex
Clinic,United Kingdom,Crosby,53.4844386,-3.0291758,"Crosby, Sefton, Liverpool City Region, England, L23 3DL, United Kingdom",England
Loop,United Kingdom,Croydon,51.3713049,-0.101957,"Croydon Road, Caterham Valley, Caterham, Tandridge, Surrey, England, CR3 6PP, United Kingdom",England
Jade Bird,United Kingdom,Croydon,51.3713049,-0.101957,"Croydon Mosque & Islamic Centre, Dunheved Road South, Thornton Heath, London Borough of Croydon, London, Greater London, England, CR7 6AD, United Kingdom",England
Decomposed,United Kingdom,Croydon,51.3713049,-0.101957,"Croydon, Greater London, England, CR0 1SZ, United Kingdom",England
Natasha Bedingfield,United Kingdom,Cuckfield,51.0055129,-0.1393152598407848,"Cuckfield, Mid Sussex, West Sussex, England, United Kingdom",West Sussex
Stereophonics,United Kingdom,Cwmaman,51.6847538,-3.4475969,"Cwmaman, Rhondda Cynon Taf, Cymru / Wales, CF44 6PQ, United Kingdom",Wales
Glasvegas,United Kingdom,Dalmarnock,55.8412663,-4.2133366,"Dalmarnock, Glasgow, Glasgow City, Alba / Scotland, G40 4SF, United Kingdom",Scotland
Keith Richards,United Kingdom,Dartford,51.4443059,0.21807,"Dartford, Kent, England, United Kingdom",Kent
Silent Descent,United Kingdom,Dartford,51.4443059,0.21807,"Dartford, Kent, England, United Kingdom",Kent
Mick Jagger,United Kingdom,Dartford,51.4443059,0.21807,"Dartford, Kent, England, United Kingdom",Kent
Tom Vek,United Kingdom,Davyhulme,53.4546079,-2.3677347,"Davyhulme, Urmston, Trafford, Greater Manchester, England, M41 5TH, United Kingdom",England
Morrissey,United Kingdom,Davyhulme,53.4546079,-2.3677347,"Davyhulme, Urmston, Trafford, Greater Manchester, England, M41 5TH, United Kingdom",England
Athlete,United Kingdom,Deptford,51.4758453,-0.0215164,"Deptford, London Borough of Lewisham, London, Greater London, England, SE10 8ND, United Kingdom",England
Abduction,United Kingdom,Derby,52.9212617,-1.4761491,"Derby, East Midlands, England, United Kingdom",East Midlands
Holding Patterns,United Kingdom,Derby,52.9212617,-1.4761491,"Derby, Derbyshire, East Midlands, England, DE1 2AA, United Kingdom",England
Crash of Rhinos,United Kingdom,Derby,52.9212617,-1.4761491,"Derby, East Midlands, England, United Kingdom",East Midlands
The Beyond,United Kingdom,Derby,52.9212617,-1.4761491,"Derby, Derbyshire, East Midlands, England, DE1 2AA, United Kingdom",England
The Struts,United Kingdom,Derby,52.9212617,-1.4761491,"Derby, Derbyshire, East Midlands, England, DE1 2AA, United Kingdom",England
The Little Explorer,United Kingdom,Derby,52.9212617,-1.4761491,"Derby, East Midlands, England, United Kingdom",East Midlands
LostAlone,United Kingdom,Derby,52.9212617,-1.4761491,"Derby, East Midlands, England, United Kingdom",East Midlands
Julian Cope,United Kingdom,Deri,51.4386551,-3.1960351,"Ysgol Y Deri, Sully Road, Penarth, Vale of Glamorgan, Cymru / Wales, CF64 2TP, United Kingdom",Wales
Fighting With Wire,United Kingdom,Derry,54.9978678,-7.3213056,"Derry/Londonderry, County Londonderry, Northern Ireland / Tuaisceart Éireann, BT48 6BU, United Kingdom",Northern Ireland
The Undertones,United Kingdom,Derry,54.9978678,-7.3213056,"Derry/Londonderry, County Londonderry, Northern Ireland / Tuaisceart Éireann, BT48 6BU, United Kingdom",Northern Ireland
Jetplane Landing,United Kingdom,Derry,54.9978678,-7.3213056,"Derry/Londonderry, County Londonderry, Northern Ireland / Tuaisceart Éireann, BT48 6BU, United Kingdom",Northern Ireland
YUNGBLUD,United Kingdom,Doncaster,53.5227681,-1.1335312,"Doncaster, South Yorkshire, England, United Kingdom",South Yorkshire
John McLaughlin,United Kingdom,Doncaster,53.5227681,-1.1335312,"Doncaster, South Yorkshire, England, United Kingdom",South Yorkshire
